id,text,type
176,"Odio il lavoro perché mi sento privata della mia libertà e del tempo per la mia persona. Vivo una routine imposta da terzi, un solo giorno a settimana mi è dato respirare, per poi tornare a 
spendere le mie ore ed essere sottopagata per far arricchire chi è sopra di me. Se chiedo diritti come delle buste paga corrette mi viene fatta violenza psicologica, sono solo una pedina per la ricchezza altrui",1
177,"Sono scioccata dalle risposte che ho letto circa la tua domanda sul perché odi il tuo lavoro. E' terribile perché mi ritrovo in quasi tutte le cose dette e scritte e perchè, pur essendone consapevole, non riesco ad andarmene  pur essendo consapevole di tutto ciò' che vivo poichè senza soldi non si vive.
Quindi mi domando (più che scriverti le stesse cose che ti hanno già scritto) : come mai le persone riescono a fare gruppo e casino per questioni deliranti ( vedi i vari complottismi) e non per i loro diritti?
Senza fare rivoluzioni (che falliscono sempre) ma solo scioperando ad esempio.
Pensaci, in teoria invece di usare i social per le sciocchezze si potrebbe usarlo per organizzare uno sciopero generale in tutto il mondo raggiunto da internet. Sembra assurdo ma in teoria sarebbe possibile. E cosa accade? Lo si usa solo per sciocchezze. A tuo avviso perché? Quanto lavaggio del cervello sulla mancanza del nostro potere reale abbiamo subito per ridurci così?",1
178,"ciao Alessandro, come sempre riflessioni molto interessanti.

Anche se attualmente mi trovo bene dove lavoro, in passato ho trovato frustrante come i datori di lavoro pensino quasi di possederti, come una specie di oggetto, solo perché ti danno un lavoro e ti pagano.

Con lo stipendio stai pagando il tempo e il lavoro, non l'identità e la vita di una persona. 
Quindi qualunque tipo di commento sul personale o l’aspettarsi che tutti i dipendenti si immolino per l'azienda come se ne fossero i fondatori mi sembra assurdo! 
Questo mi ha fatto arrivare ad odiare alcuni lavoro in passato",1
179,"Ho letto tutto e mi rendo conto che condivido quasi tutto, ho provato quasi tutto , e non lavoravo in miniera ! Lavoravo come impiegata, nel gruppo [CENSURED] . La società dove lavoravo prima di essere acquisita comunque non aveva sindacati e la prima forma di sindacati è stata schiacciata , le persone che me hanno preso parte sono state spostate e de mansionate . Tutto era percepito come un regalo aziendale , tu dovevi stare più volentieri e più tempo possibile . Gli sprechi .. le mattinate in riunioni inutili , i soldi inutili .. il [CENSURED] è sul tetto cacchio! M no una stanza mensa no un asilo nido . La mega sala riunioni si però ! Dove ci lasciavano fare yoga indovina a che ora ? Post orario di lavoro così sei sempre lì .",1
180,"Odio il lavoro perché:

non c'è formazione, non non è possibile organizzare il proprio lavoro, richieste che non corrispondano al tuo livello di retribuzione, non vieni ascoltato, non si tutela la salute. Mi viene in mente questo a caldo.
Con “non si tutela la salute” faccio riferimento a ciò che mi è accaduto personalmente. Mi spiego. I turni di lavoro mi hanno causato un'alterazione del ciclo sonno-veglia riscontrato grazie a delle analisi in un centro del sonno. Ciò mi causa vari problemi.
Il medico del lavoro non ha riconosciuto il mio problema di salute dicendomi anche che io ancora non arrivo allo stato grave in cui versano le persone colpite da sindrome del turnista.
Questa cosa mi fa arrabbiare e sono molto stanca. È davvero ingiusto.",1
181,Ho tirato avanti due anni rischiando un esaurimento nervoso e un crollo psicologico (in tutto ciò ho subito un'operazione chirurgica per rimuovere endometriosi e una volta rientrata a lavoro mi è stato detto: ti sei fatta tre settimane di vacanza),1
182,"Ciao. Sono insegnante di inglese nella secondaria di II grado; per mie vicissitudini (ho vissuto a lungo in Germania) a 56 anni sono ancora precaria. 
In generale il mio lavoro mi piace. Ma odio: 1) tutta la burocrazia ad esso collegata (programmazioni, inutili corsi dì formazione, ecc.). 2) Il fatto che tutti quelli che non sono insegnanti ci ritengano una categoria di sfaticati e siano convinti che potrebbero fare meglio di noi. Invece è un lavoro mentalmente usurante, carico di responsabilità, e tutti noi, volenti o nolenti, siamo impegnati ben oltre le ore retribuite.",1
183,"Io personalmente non mi vergogno a dire che lavoro solo perché devo campare. Vorrei poter non lavorare, e credo lo vorrebbero quasi tutti, solo che pare ci si debba vergognare a dirlo e a pensarlo.",2
184,Ogni giorno io e i miei colleghi facciamo almeno mezzora (almeno) di volontariato perché non ci vengono riconosciute le richieste di lavoro straordinario. L'organizzazione deve essere rivista coinvolgendo tutti noi del comparto. Lo abbiamo chiesto più volte ma rimaniamo inascoltati.,1
185,"Posso raccontare di mio marito? Dopo 13 anni di co.co.co e ritenuta d'acconto a 54 anni ha trovato un lavoro a tempo indeterminato. Purtroppo sento i suoi conference call dove la sua responsabile risponde a tutto con ""va bè, va bè"", è stato accusato di essere ""troppo organizzato"", il suo ruolo di gestire i documenti dell'azienda è sminuito come inutile più di una volta e spesso viene trattato apertamente come ""il vecchio"".
risultato? ansia, un crollo morale, sintomi fisici dallo stress.
Odia suo lavoro e odio che si sente sottomesso e senza potere di difendersi contro soprattutto parole offensive perché ha paura di perdere il lavoro.
Grazie e grazie per tutto ciò che fa",1
186,"Faccio prima a farti un elenco:
1) sminuiscono i tuoi impegni di studio dicendoti ""Ah ma vai ancora a scuola ?""( No porca troia vado all'università e faccio letteralmente european studies) oppure con ""ma perché vai ? Tanto non fai un cazzo""
2) quando cercano di farti sentire in colpa perché magari questo fine settimana o questa festività voglio passarla con gli amici con frasi tipo ""ma perché vai con gli amici ? Non fai un cazzo piuttosto vieni a lavorare 8 ore di fila per 40 €""
3) quando letteralmente sei stravolto e ti dicono ""già stanco ? Dai su"" oppure con un bel ""dai su sbrigati""
4)quando dici LETTERALMENTE 4 SETTIMANE PRIMA CHE HAI UN CAZZO DI IMPEGNO e mi dicono ""EH ADESSO ME LO SISTEMI TU LA SETTIMANA CON I TURNI"" (testa di cazzo è un lavoro tuo mica mio)
5) quando vado a pisciare o a riposare e mi cronometrano i miei cazzo di 5 minuti",1
187,"Non sono tanto la fatica o il fatto di essere impiegato in qualcosa che non mi gratifica, quanto il fatto che non mi sento più padrone del mio tempo, della mia vita. Mi sento in una gabbia con ore d'aria sotto forma di weekend e 2 settimane ad agosto che comunque non riesco a godermi perché ci arrivo privo di energie e pieno di ansia per il tempo che scorre in fretta e che mi riporterà al lavoro.",1
188,"È molto difficile da spiegare e non so neanche se sia pertinente, ma sono medico e lo odio.
Lo odio talmente tanto che mi sento a disagio nel dirlo alle persone quando mi viene chiesto. Lo odio talmente tanto che, dopo aver studiato per 16 anni per laurearmi e specializzarmi, quando mi è stato proposto un indeterminato nel pubblico l'ho rifiutato per un lavoro precario in università, la prima vera scelta autonoma che ho fatto da quando avevo 19 anni. Già dai primi anni di università mi sentivo fuori luogo, non assomigliavo in nessuno modo a colleghi* (a distanza di 15 anni alcuni colleghi mi hanno confermato che si notava anche da fuori), ma non ho mai cambiato perché semplicemente non ho mai pensato che fosse un’opzione, non sono stata cresciuta così, e mi sono condannata a 16 anni di sofferenza, ansia, attacchi di panico e inadeguatezza.
Lo odio perché non mi rappresenta, vedendo i colleghi* così appassionati che volevano fare quel lavoro fin da bambin* mi sento un’impostora, come se avessi un titolo che non mi merito, al quale sono arrivata per inerzia, fortuna, e privilegio. Odio dovermi vergognare nel dire che “sì, sono medico ma non pratico perché mi rende infelice e preferisco provare a fare altro” perché non è socialmente accettato, perché tutti pensano che non possa essere un’opzione che non mi piaccia, per loro non è un lavoro è una missione.
Scusa se non sono stata breve, spero che almeno fosse quello che volevi sapere.
Grazie, come sempre, per il lavoro che fai ♥️",1
189,E dire che se lavorassero tutti solo in lavori utili basterebbero 4 ore al giorno...,2
190,"Io nella vita sono una ballerina, questo dovrebbe essere anche il mio lavoro ma il mio è mondo molto difficile perché purtroppo appartengo ad una “categoria” artistica per la quale non sono previsti fondi dallo stato italiano (a meno che si tratti di tv, ma anche lì sono pari quasi a zero, o repertorio/balletto). 

Già qua puoi immaginare la difficoltà nel trovare e mantenere un equilibrio, sia nell’aprire una scuola di danza, sia nell’avere accesso ad una formazione più ampia.

Essere artista non è considerato un vero e proprio lavoro. Quando dico che sono una ballerina, tutt* mi guardano con quella compassione mista a “cresci e smettila di sognare ad occhi aperti” e non hai idea di quante siano le volte che mi sento e sono sentita dire «sì okay.. ma il tuo vero lavoro qual è?»

Anche a livello sociale è difficile, è difficile avere a che fare con persone che non parlano il tuo stesso linguaggio, che non capiscono che l’arte (qualsiasi arte) non è solo passione, hobby, passatempo. È difficile approcciare a persone (soprattutto uomini) che non essendo sensibilizzate sul tema se ne inventano di ogni, che pensano di demolirti, sessualizzarti senza prenderti sul serio, sminuirti, o considerarti una nullità con tutto il diritto del mondo. 

Io per fortuna sono una persona molto paziente, solitaria e sto proseguendo un percorso interiore che mi ha portata ad affrontare determinate situazioni con molta più maturità, però mi piange il cuore, mi piange il cuore a vedere come nessun* capisca che cazzo, l'arte è importante ed ha valore..

Non entro nel discorso classista perché potrei tirarla troppo per le lunghe.

Nel frattempo ho iniziato a lavorare in un bar, prima come cameriera, e poi come barista e cameriera nel secondo. So molto bene quanto tu stia per uccidermi ma ho percepito che forse ci sei passato anche tu.. ho lavorato e tutt'ora lavoro in nero.

Inutile dirti quanto questo sia un ambiente precario, sotto pagato, e maschilista, estremamente precario, sotto pagato e maschilista.

Nel primo locale mi pagavano a serata, per cui a volte mi capitava di arrivare a prendere due (o anche meno) euro l'ora, sono arrivata a fare 13 ore di fila, con pausa cena (aprivamo solo di sera) in piedi perché da brava cogliona vedevo i/le miei/mie colleghi/e in crisi ed io essendo molto calma andavo ad aiutarli/e..

Le pulizie le facevano solo le donne, io che ero la più carina sia nei modi di interagire e di atteggiarsi col pubblico sia nell’aspetto estetico venivo usata per accogliere clienti, molte volte, moltissime, ho subito molestie, e sono arrivata anche ad essere toccata pesantemente.",1
191,"Tutto questo è frustrante. Da un anno a questa parte sono disoccupata, perché il mio datore di lavoro mi ha lasciato a casa. Sono una fotografa e da quando avuto più tempo per me, ( molto di più, dato che lavoravo a tratti tutto il giorno e con uno stipendio da fame) inizialmente Ho avuto tanta angoscia, ho pensato di non essere nessuno, di essere vista come una nulla facente, ma poi ho riscoperto la bellezza di viversi, non ero più abituata a sentirmi veramente.Ho la fortuna di stare ancora con i miei, quindi non devo ancora mantenermi da sola al 100%, però capisco tutto quello che hanno scritto questi ragazzi, cosa si prova. 
Adesso spero di lavorare solo nel mio campo, che mi rende felice e mi permette di avere più tempo per me.",1
192,"ho 19 anni, e da che lavoro, non mi sono mai sentita tutelata. non mi hanno mai fatto un contratto (e non ho mai potuto rifiutare perché lavorare mi è necessario nonostante io sia ancora molto giovane). non ho mai avuto garanzie, ho dovuto spesso e volentieri insistere per essere pagata, e raramente ho preso sopra i 6€ l’ora. è una vergogna e fa incazzare. fa incazzare soprattutto quando sento che “i giovani non hanno voglia di lavorare”. il punto non è che non voglio lavorare, ma che non sopporto più di essere sfruttata.",1
193,"Divora il tempo e la mente, poiché quest'ultima viene annullata dalla mole di lavoro da fare. Così facendo la forza e la volontà di pensare a se stessi viene sempre meno, sino all'alienazione totale.",1
194,"Lavoro per un'azienda che proclama valori fondanti di inclusione, gender equality, empowerment femminile e poi alla valutazione ti dice che per progredire si deve fare business development con aperitivi, cene, facendo le carine con i possibili clienti... Insomma mercificando la figura della donna che in teoria proclamavano di voler riscattare. 
Mi sono licenziata.
Grazie per quello che fai 💜",1
195,"Condivido. Vivo in una famiglia di operai e tutti hanno lo stesso problema: dover chiedere aiuto per arrivare a fine mese, per FARE LA SPESA per i propri figli, perché lo stipendio è sempre in ritardo di almeno due settimane, mentre i datori di lavoro con le rispettive famiglie vivono una vita di lusso, viaggi feste e abiti firmati.",1
196,"Odio il lavoro perché nonostante una laurea magistrale sono costretta, ""perché funziona così"", a fare gavetta lavorando gratis o con un rimborso spese ridicolo. Odio il lavoro perché a 30 anni per non accettare queste condizioni e ostinarmi a fare qualcosa che mi piace, ancora non posso permettermi di essere indipendente. Odio il lavoro perché la precarietà è causa di ansia e stress. Odio il lavoro perché è obbligatorio.",1
197,"Ciao Alessandro, innanzitutto volevo ringraziarti per i contenuti che condividi. Grazie, perché inneschi delle riflessioni sulla società di oggi che troppe volte dimentichiamo di fare, continuamente subordinati a quei processi quasi automatizzati che ci trasportano nella vita per come la immaginiamo e concepiamo oggi. Però una cosa voglio dirla, io ho 24 anni e sto finendo l'ultimo anno di magistrale. Non ho ancora un lavoro, ma leggendo le esperienze di queste persone non ti nascondo che se prima ero determinata nell'ottenere una posizione di rilievo nell'ambito in cui mi sono specializzata, ora  provo un forte senso di angoscia. Ho empatizzato molto con le loro storie e posso ben immaginare che anche questi lavoratori, o almeno parte di essi, erano determinati come me, per restare poi delusi dal mondo del lavoro. Quindi vorrei aprire un'altra riflessione. Secondo te c'è la possibilità che questa etica lavorista possa modificarsi in un approccio più ""umano"" con le nuove generazioni?",1
198,"Occupa la quasi totalità della giornata, costringendoci a una vita frenetica che in certi casi ti impedisce anche solo di fermarti a riflettere e a pensare. Questo comporta anche l'impossibilità di coltivare i propri interessi e le proprie passioni e di arricchire il proprio bagaglio di esperienze. 
Secondo me, poi, favorisce indirettamente l'impoverimento culturale e di impegno sociale, poiché dopo un'intensa settimana di lavoro è comprensibile che una persona voglia staccare la spina non pensando a nulla che possa impegnarlo ulteriormente (non so se ho spiegato bene questo concetto).
Inoltre le condizioni di lavoro a cui siamo rilegati sviliscono l'individuo e conseguentemente la collettività tutta, i contratti quasi sempre a breve termine non ci permettono nemmeno di programmare nemmeno i prossimi mesi, lasciandoci in un perenne stato di agitazione, ansia e stress per il futuro. Il tutto stando china sperare che arrivi un prolungamento del contratto di qualche altro mese.",1
199,"La mia malattia cronica non viene riconosciuta dal ssn (e già qua..), se sto male a lavoro minimizzano sempre (perché sono una donna e si sa che le vere donne son temprate alla sofferenza e non si lamentano) ed io mi sento in colpa se non lavoro perché non riesco ad alzarmi dal letto -letteralmente.
In più la paga é sempre misera, non vengo mai regolarizzata e se vengo regolarizzata mi becco quel che mi tocca: contratti finti part-time e inquadramento non corrisponde alle mansioni. 
Il lavoro nobilita l’uomo, dicono, ma io non sono una schiava. Sono una persona e non voglio più essere umiliata. Ne dai datori (padroni), né dallo Stato.",1
200,"Per il tema ""odiare lavorare"": non so se possa essere una testimonianza rilevante, volevo raccontarti che io ho 18 anni, faccio l'università e non ho mai lavorato davvero, se non per qualche ripetizione data a un ragazzino. Tuttavia conosco mie amiche e amici della mia età che già lavorano, palesemente sfruttati e sottopagati. Proprio qualche sera fa ho fatto quest'incubo in cui una mia amica che già fa due lavori voleva per forza presentarmi al suo capo. Io mi presentavo al colloquio e lui mi parlava di uno stipendio da fame e degli orari disumani, mi sentivo già alienata al solo pensiero, iniziavo a piangere e scusarmi con lui. Avevo un attacco di panico e dicevo di non essere all'altezza del mondo del lavoro. La verità è che non ho ancora mai lavorato ma mi sento già scoraggiata al pensiero.
Comunque ti seguo da un po' e ti ringrazio tantissimo per il tuo lavoro, le cose che scrivi mi aiutano a formare il mio pensiero critico 🤍 non ti conosco ma ti voglio bene",1
201,"Ciao.
Leggere le risposte nelle tue box mi ha messo veramente tristezza.
Pensando soprattutto che stamattina avevo il cuore in mille pezzi che si sono magicamente riuniti quando ho varcato la soglia del mio posto di lavoro.",1
202,"essere trattato e considerato uno strumento piuttosto che una persona, anche quando apporti significative idee e soluzioni, il grado di rispetto dipende dalla gerarchia, non dal valore che porti ogni giorno nella pratica...Forse...E prendere meno soldi di uno sopra di te che crea solo problemi a chi si sporca le mani, invece che trovare soluzioni...
Grazie per quello che fai👍👍",1
203,"A proposito di sentimenti: una riflessione su cui sbatto spesso il naso è come dovrei ridimensionare, emotivamente parlando, il mio lavoro. Amarlo? No, che poi finisco per sacrificarmi e farmi sfruttare col sorriso. Odiarlo? Sì, ma alla lunga il mio fegato non so quanto reggerà. Indifferenza? Mi sa di sintomo di burnout. So che lo spettro delle emozioni è molto più ampio di queste tre; è sono molto confusa su quale sarebbe l'emozione ""Ideale"" da provare",1
204,"Ciao Alessandro, siamo un collettivo di lavoratori e lavoratrici del teatro, ti rispondiamo qui.
Odiamo il nostro lavoro:

- perché spesso non viene considerato un vero lavoro ma solo un hobby. Non sai quanta gente ci dice ""Ah, fate teatro? E di lavoro vero cosa fate? Ma ci campate?"" È triste che il lavoro dello spettacolo non sia ancora considerato un vero lavoro nel sentire comune.

- perché pur pagando altissimi contributi e tasse non abbiamo diritto a disoccupazione né ferie né malattia. Sarebbe anche ora che le partite Iva potessero avere le stesse tutele dei lavoratori dipendenti. 

- perché tantissimi vogliono fare teatro di mestiere e pochissimi ci riescono. Ed essendo tra quei pochi ci sentiamo in colpa quando diciamo di no a un'offerta di lavoro perché economicamente inappropriata o non in linea con il nostro percorso. Ci sentiamo ""choosy"" e ingrati, sapendo che tanti colleghi faticano a lavorare. Ma anche questo non va bene, perché SI PUÒ E SI DEVE dire di no in certi casi. Ma sarebbe bello poterlo dire senza sensi di colpa.",1
205,"La distorsione a piacimento del contratto (ma quando lo faccio io chissà perché si incazzano), essere lasciati in balia di 4 sale con oltre 400 coperti (perché è allegorico il distanziamento e il regolamento), le sbronze collettive  dove io ero l'unico sobrio, gli insulti alla mia persona, i clienti che ti lasciano con 50 centesimi di mancia con la frase ""ti capisco l'ho fatto anch'io""( ok ma non lo voglio la tua elemosina e in più ti sei comportato pure da str****), i clienti che sono la schiuma della terra nel senso meno metaforico della parola",1
206,"Ciao Alessandro, arrivo un po' tardi sulla questione ""lavoro"" che avevi messo nel box delle domande l'altro giorno. Incredibilmente mi sono ritrovata in tantissime di quelle risposte. Ti volevo ringraziare perchè ho finito giusto ieri uno dei libri consigliati dalla tua newsletter ""Bullshit Jobs"" e penso che molte di quelle risposte date trovano le loro cause da quello che proprio questo libro illustra. A qualche mese dal mio licenziamento, da un lavoro senza dubbio importante e di valore, ad un posto, che seppur ancora di valore è terribilmente frustrante e logorante. 8 ore lavorative che si potrebbero svolgere in 2 e pochi contatti con colleghi. Insomma un po' un semi-lavoro di merda del quale però non ci può lamentare per paura di essere licenziat* (dai superiori), stigmatizzat* (colleghi), oppure essere considerat* ingrat* di avere un lavoro in questo periodo storico.
Ti seguo con grande interesse. In attesa della tua newsletter oppure di una rivoluzione",1
207,Non viene valorizzato il merito e la diligenza è tradotta come via per lo sfruttamento,2
208,Il lavoro viene usato per definire l'80% dell'identità di un individuo ma quanti che fanno davvero il lavoro che vogliono?,2
209,"Odio il mio lavoro perchè non uso nulla di quello che ho studiato, mi sento sprecato",2
210,Occupa i 5/7 o i 6/7 di una settimana. FOLLIA,2
211,è come vivere tra fuori di testa che sono contenti di perdere la salute per essere sfruttati,2
212,Occupa di fatto l'intera giornata,2
213,Si lavora sottopagat* per far diventare ricche altre persone,2
214,Ti chiedono di svolgere il lavoro in tempi ristretti e impossibili da rispettare,2
215,"Odio il mio lavoro perchè non posso ""rischiare"" di perderlo",2
216,"Odio il fatto di sentire di dover ringraziare anche solo di avercelo, un lavoro",2
217,Non si ha autocoscienza di quanto valiamo come forza lavoro e come persone,2
218,Trovo assurdo il concetto di maturare le ferie,2
219,Perché ci si orienta sempre verso i numeri e non si ha una visione più larga,2
220,Paga bassa rispetto alle prestazioni e alle competenze,2
221,Del mio lavoro odio il multitasking obbligatorio e il dover essere sempre a disposizione anche fuori orario,2
222,Le persone che lavorano molto spesso non sanno di essere il valore del servizio che offrono,2
223,"Non rimane molto tempo da dedicare ad interessi, passioni, svago, togliendo tempo a tutto quello che arricchisce la mia vita!",2
224,Quello che faccio non mi sembra serva veramente a qualcuno o alla società,2
225,"Odio il mio lavoro perché mi sento come un limone spremuto. Lavoro 12 ore al giorno, spessissimo anche i weekend e non ho nessuna soddisfazione. Il mio lavoro mi ha reso frustrata e perennemente infelice",2
226,Odio che ogni diritto venga percepito come gentilmente elargito dalla bontà padronale,2
227,"Il mio lavoro è inutile e mi sento degradata, nessuna crescita ne valore",2
228,"In azienda l'ambizione tossica rovina ogni relazione, non esiste rete",2
229,"Non produci mai abbastanza, non sei mai abbastanza, non ottimizzi abbastanza",2
230,I diritti vengono per ultimi e il profitto è il fine ultimo di tutto. Non c'è umanità ma numeri,2
231,Mi sento sempre in dovere di essere reperibile anche fuori gli orari di lavoro,2
232,"Resto in piedi, fuori e al freddo per 8 ore circa senza avere un momento di pausa",2
233,"70 ore settimanali, 6-8 turni mensili di 26 ore senza pausa. La specializzazione mi sta distruggendo",2
234,Mi costringe a fare cose che ritengo inutili,2
235,La paura che filosofia mi avrebbe reso povero e inutile per gli altri mi ha fatto scegliere un percorso di studi che non rispecchia per nulla le mie inclinazioni e i miei sogni,2
236,Non aiuta chi ha bisogno + non mi permette di esprimere i talenti che ho,2
237,Non ci si può prendere un giorno/momento di pausa senza sensi di colpa o essere visto come un pigro e scansafatiche,2
238,"Lunico vero obiettivo è il profitto a qualsiasi costo, il resto non conta davvero",2
239,La tua vita dipende da chi è sopra di te. Puoi essere bravo e impegnarti quanto vuoi ma questo non cambia le cose,2
240,Se ti fanno un contratto decente sembra che ti stanno facendo un favore,2
241,Iper-responsabilizzarsi è dovere e questo mi porta costantemente a non sentirmi all'altezza. I miei sforzi non portano a nessun riconoscimento,2
242,Ho affrontato l'argomento a lavoro e mi sono sentita dire che mi lamento troppo. Il capitalismo frigge il cervello,2
243,Mi lascia pochissimo tempo per fare quello che mi piace e per stare con la mia famiglia,2
244,Non è vita vera è alienazione,2
245,Perchè viene elogiato chi lavora 12. Odio il mio lavoro perché rivivo ogni giorno la stessa cosa.,2
246,"Lavori, lavori, dai il meglio e poi quando non servi più ti danno il benservito senza neanche ringraziarti",2
247,Ho una collega che mi fa mobbing,2
248,Odio il mio lavoro perchè non è quello che voglio fare,2
249,Ti costringono a fare gli straordinari invece di assumere gente nuova,2
250,Ingiustizie e prevaricazione sono palesi e nessuno che dice nulla. Si subisce tutti in silenzio,2
251,Le ferie sono risicate e 10 giorni l'anno sono appena sufficienti per riprendere il fiato,2
252,Lavorare quasi 11 mesi l'anno per 45 anni lo ritengo in ogni modo innaturale,2
253,"Si lavora a ciclo continuo, estati incluse. Il concetto di produzione non-stop importato dagli Stati Uniti sta trasformando tutti in automi",2
254,"Riduce ogni interesse, attività e passione come qualcosa di superfluo",2
255,Prende troppe ore nell'arco della giornata dando in cambio stipendi a malapena sufficienti per arrivare alla fine del mese,2
256,Alte responsabilità e scarsa retribuzione e considerazione sociale,2
257,"Perché nel sistema pubblico, che tu sia bravo o meno frega poco e sei sempre più demotivato",2
258,Orario di lavoro dilatato e stigmatizzazione dell'errore,2
259,Odio il mio lavoro perchè mi deraglia da ciò che veramente voglio fare e perchè non posso scegliere altrimenti,2
260,Per la quantità di tempo che prende nel quotidiano,2
261,Perchè si da per scontato che si debba amare ad ogni costo il proprio lavoro,2
262,Lavoro 8 ore al giorno per prendere uno stipendio che non basta a vivere decentemente,2
263,Odio il mio lavoro perchè non voglio essere definita ed etichettata sulla base di ciò che faccio ,2
264,Odio i miei orari lavorativi e lavorare durante le feste,2
265,Hanno inventato i lavori a bassa specializzazione per giustificare i salari da fame,2
266,Odio la competizione e la pressione di essere sempre al top (sono una musicista),2
267,Perchè viene pagato a giornata o ad ore e non dovrebbe mai essere così,2
268,Mi costringe a passare 8 ore del mio tempo con cr***** fancazziste,2
269,"Lavorando in ufficio siamo considerati ""fortunati"" e allora ci toccano gli straordinari a gratis",2
270,Pretendono risposte anche nei weekend e mi pagano pochissimo,2
271,Odio il mio lavoro perchè mi costringe a stare seduta immobile davanti un pc sempre e comunque,2
272,"Ho zero giorni di ferie, pressione fiscale alle stelle e clienti che non vogliono pagare quello che faccio per loro",2
273,Per il servilismo tossico del mio capoufficio,2
274,Perchè viviamo in una società che ritiene che senza non si possa esistere,2
275,Perchè non lascia abbastanza tempo libero,2
276,Nello staff di uno dei più grandi e osannati manager d'Italia è come lavorare per un tiranno,2
277,Lavoro in pronto soccorso e vedo attuati comportamenti diversi in base alla classe d'appartenenza,2
278,Non ho certezze sul futuro e quello che guadagno me lo godo poco per cercare di mettere da parte qualcosa,2
279,A causa della stanchezza fisica e mentale non riesco a fare altro,2
280,Perchè toglie tempo alle attività che veramente mi interessano,2
281,Odio svegliarmi la mattina,2
282,Una persona guadagna e allora merita diritti e servizi,2
283,Odio il lavoro quando (ultimamente sempre) non rispetta i miei valori,2
284,"Odio la logica del successo. Il misurare il valore di una persona in base al suo lavoro, al ruolo che ricopre",2
285,Odio dover sacrificare la vita privata per il lavoro,2
286,Odio il lavoro perchè il tempo che resta della giornata è a malapena sufficiente per ricaricare le batterie,2
287,Odio la totale manca di meritocrazia,2
288,Mi fa mettere in secondo piano gli affetti,2
289,"Sembra di dover lavorare per ""la fama"" e non per ""la fame""",2
290,Mi ruba tempo per dedicarmi a ciò che amo,2
291,Mi sento schiacciato sia dal punto di vista umano che professionale,2
292,"Ruba il mio tempo e mi priva della mia libertà, inoltre non esiste un rapporto alla pari",2
293,Non ho tempo libero. Lavoro 6 giorni su 7 e ho lunedì come ferie mentre tutti lavorano fino al sabato,2
294,Prende la maggior parte delle mie energie e devo usare il tempo libero come ricarica,2
295,Lavoro in cucina e odio l'incompatibilità con la vita degli altri,2
296,La spinta costante all'over-performance e la mancanza di tempo per vivere davvero.,2
297,La retribuzione non è adeguata alle responsabilità,2
298,è un furto di tempo,2
299,Pratica forense: tante incertezze sul futuro insieme alla totale assenza di un rimborso spese,2
300,"Vorrei lavorare 6/7 ore per avere il mio tempo, la mia lentezza e poter condividere la mia vita con le persone a me care, invece passo la mia vita a lavorare",2
301,Si pensa solo ad aumentare la produzione e non a trovare un equilibrio tra lavoro e vita privata,2
302,Perchè lo stipendio e la mancanza di tempo non permettono di coltivare delle passioni,2
303,Sono obbligata a lavorare,2
304,Perchè occupa l'80% delle mie giornate senza contare le conseguenze sul piano psicologico,2
305,Sto chiuso 8 ore al giorno in un ufficio senza finestre,2
306,Odio il mio lavoro perchè devo trovare schiavi che vadano a lavorare (lavoro presso una apl),2
307,è sudditanza,2
308,A volte non da spazio alla realizzazione personale e allo sviluppo delle capacità di un individuo per premiare soltanto la concorrenza sleale e l'omologazione,2
309,"Conta più l'apparenza o un foglio di carta (laurea), piuttosto che la sostanza, la voglia di fare",2
310,"Ci si aspetta sempre che sia dovuta la ""flessibilità"" e se non lo fai, vieni etichettato come una persona poco seria",2
311,"Secondo loro devo lavorare ""per passione"" senza pensare alle ore e allo stipendio",2
312,"Odio la ripetitività, gli orari (anche se flessibile) e la dinamica che si innesca tra capo e sottoposto",2
313,è una costrizione che ruba il mio tempo,2
314,Perchè io lavoro mentre i miei clienti sono in vacanza. Vacanze che io non posso permettermi,2
315,"I titolari non accettano da me suggerimenti per ottimizzare il lavoro, anzi, sono stata anche aggredita per questo",2
316,"Perché sottrae troppe ore alle mie altre vite, personalità e interessi",2
317,Ho ricevuto molestie sessuali ma i miei titolari non hanno fatto nulla per tutelarmi,2
318,"Mi toglie tempo, mi sconvolge la vita, mi da ansia, mi fa sentire abusata e frustrata",2
319,Sono pagata troppo poco per il carico di ansia/stress e responsabilità di cui mi faccio carico,2
320,Ho paura di ripercussioni legali,2
321,Ruba il tempo ed energie sia fisiche che mentali,2
322,"Invade ogni momento della vita, pare che si debbano salvare vite anche se solo dietro un PC",2
323,"Cameriera a nero al sud, 30 euro per 10 ore di lavoro e nessun tipo di tutela",2
324,"Perché è intriso della retorica paternalista del ""siamo una grande famiglia""",2
325,"Odio essere ingabbiata in un sistema considerato l'unico possibile per poter vivere, è un ricatto",2
326,La retribuzione non segue la mia crescita,2
327,L'azienda chiede 150 ma da 40 però bisogna amarla come se fosse propria.,2
328,"Ne odio l'aspetto umano totalmente assente: zero empatia, zero rispetto e tanta frustrazione",2
329,Prende troppo tempo,2
330,A prescindere dal fatto che io abbia da fare o meno devo stare 8 ore seduta alla scrivania,2
331,Le tasse e i diritti inesistenti (sono una libera professionista),2
332,Non valorizza la propria personalità ,2
333,"Mi definisce come persona, come se avessi un'etichetta che mi porto in giro",2
334,Non posso gestirne i ritmi e gli orari sia da dipendente che da p. iva,2
